id (035a which stats with (NATIONALLICENCE)),path to fulltext,end of embargo (YYYY-MM-DD),Institutions,id for SRU (no special characters)
(NATIONALLICENCE)springer-10.1007/s00108-008-2063-6,JOU=00108/VOL=2008.49/ISU=4/ART=2063/BodyRef/PDF/108_2008_Article_2063.pdf,,National Licences: unibas,springer101007s0010800820636
(NATIONALLICENCE)springer-10.1007/s00064-008-1406-8,JOU=00064/VOL=2008.20/ISU=4-5/ART=1406/BodyRef/PDF/64_2008_Article_1406.pdf,,National Licences: unibe,springer101007s0006400814068
(NATIONALLICENCE)springer-10.1007/s10543-008-0180-1,JOU=10543/VOL=2008.48/ISU=3/ART=180/BodyRef/PDF/10543_2008_Article_180.pdf,,National Licences: ethz,springer101007s1054300801801
(NATIONALLICENCE)springer-10.1007/s00265-008-0553-0,JOU=00265/VOL=2008.62/ISU=8/ART=553/BodyRef/PDF/265_2008_Article_553.pdf,,National Licences: unibe,springer101007s0026500805530
(NATIONALLICENCE)springer-10.1007/s00259-008-0806-1,JOU=00259/VOL=2008.35/ISU=10/ART=806/BodyRef/PDF/259_2008_Article_806.pdf,,National Licences: uzh,springer101007s0025900808061
(NATIONALLICENCE)springer-10.1007/s00259-007-0635-7,JOU=00259/VOL=2008.35/ISU=4/ART=635/BodyRef/PDF/259_2007_Article_635.pdf,,National Licences: unige,springer101007s0025900706357
(NATIONALLICENCE)springer-10.1007/s00259-008-0750-0,JOU=00259/VOL=2008.35/ISU=8/ART=750/BodyRef/PDF/259_2008_Article_750.pdf,,National Licences: uzh,springer101007s0025900807500
(NATIONALLICENCE)springer-10.1007/s00410-007-0236-2,JOU=00410/VOL=2008.155/ISU=2/ART=236/BodyRef/PDF/410_2007_Article_236.pdf,,National Licences: unibe,springer101007s0041000702362
(NATIONALLICENCE)springer-10.1007/s00068-008-8007-y,JOU=00068/VOL=2008.34/ISU=6/ART=8007/BodyRef/PDF/68_2008_Article_8007.pdf,,National Licences: uzh,springer101007s000680088007y
(NATIONALLICENCE)springer-10.1007/s00129-008-2194-9,JOU=00129/VOL=2008.41/ISU=7/ART=2194/BodyRef/PDF/129_2008_Article_2194.pdf,,National Licences: lib4ri,springer101007s0012900821949
(NATIONALLICENCE)springer-10.1007/s00775-007-0329-4,JOU=00775/VOL=2008.13/ISU=3/ART=329/BodyRef/PDF/775_2007_Article_329.pdf,,National Licences: uzh,springer101007s0077500703294
(NATIONALLICENCE)springer-10.1007/s10533-008-9223-6,JOU=10533/VOL=2008.89/ISU=3/ART=9223/BodyRef/PDF/10533_2008_Article_9223.pdf,,National Licences: ethz,springer101007s1053300892236
(NATIONALLICENCE)springer-10.1007/s00572-008-0171-8,JOU=00572/VOL=2008.18/ISU=4/ART=171/BodyRef/PDF/572_2008_Article_171.pdf,,National Licences: unibas,springer101007s0057200801718
(NATIONALLICENCE)springer-10.1007/s00420-007-0228-6,JOU=00420/VOL=2008.81/ISU=4/ART=228/BodyRef/PDF/420_2007_Article_228.pdf,,National Licences: unige unil,springer101007s0042000702286
(NATIONALLICENCE)springer-10.1007/s00276-008-0345-2,JOU=00276/VOL=2008.30/ISU=5/ART=345/BodyRef/PDF/276_2008_Article_345.pdf,,National Licences: uzh,springer101007s0027600803452
(NATIONALLICENCE)springer-10.1007/s00103-008-0603-9,JOU=00103/VOL=2008.51/ISU=8/ART=603/BodyRef/PDF/103_2008_Article_603.pdf,,National Licences: unibas,springer101007s0010300806039
(NATIONALLICENCE)springer-10.1007/s00339-008-4702-0,JOU=00339/VOL=2008.93/ISU=3/ART=4702/BodyRef/PDF/339_2008_Article_4702.pdf,,National Licences: lib4ri,springer101007s0033900847020
(NATIONALLICENCE)springer-10.1007/s10750-007-9223-x,JOU=10750/VOL=2008.597/ISU=1/ART=9223/BodyRef/PDF/10750_2007_Article_9223.pdf,,National Licences: unige,springer101007s107500079223x
(NATIONALLICENCE)springer-10.1007/s00424-007-0350-z,JOU=00424/VOL=2008.455/ISU=6/ART=350/BodyRef/PDF/424_2007_Article_350.pdf,,National Licences: unibe,springer101007s004240070350z
(NATIONALLICENCE)springer-10.1140/epjb/e2008-00074-4,JOU=10051/VOL=2008.61/ISU=3/ART=200874/BodyRef/PDF/10051_2007_Article_200874.pdf,,National Licences: epfl,springer101140epjbe2008000744
(NATIONALLICENCE)springer-10.1007/s11573-008-0031-1,JOU=11573/VOL=2008.78/ISU=5/ART=31/BodyRef/PDF/11573_2008_Article_31.pdf,,National Licences: unifr,springer101007s1157300800311
(NATIONALLICENCE)springer-10.1007/s00464-007-9450-2,JOU=00464/VOL=2008.22/ISU=2/ART=9450/BodyRef/PDF/464_2007_Article_9450.pdf,,National Licences: uzh,springer101007s0046400794502
(NATIONALLICENCE)springer-10.1007/s00431-007-0458-3,JOU=00431/VOL=2008.167/ISU=1/ART=458/BodyRef/PDF/431_2007_Article_458.pdf,,National Licences: unige,springer101007s0043100704583
(NATIONALLICENCE)springer-10.1007/s00431-007-0492-1,JOU=00431/VOL=2008.167/ISU=3/ART=492/BodyRef/PDF/431_2007_Article_492.pdf,,National Licences: uzh,springer101007s0043100704921
(NATIONALLICENCE)springer-10.1007/s00431-007-0460-9,JOU=00431/VOL=2008.167/ISU=2/ART=460/BodyRef/PDF/431_2007_Article_460.pdf,,National Licences: unige,springer101007s0043100704609
(NATIONALLICENCE)springer-10.1007/s00414-007-0217-z,JOU=00414/VOL=2008.122/ISU=3/ART=217/BodyRef/PDF/414_2007_Article_217.pdf,,National Licences: unil,springer101007s004140070217z
(NATIONALLICENCE)springer-10.1007/s00414-008-0257-z,JOU=00414/VOL=2008.122/ISU=5/ART=257/BodyRef/PDF/414_2008_Article_257.pdf,,National Licences: unil,springer101007s004140080257z
(NATIONALLICENCE)springer-10.1007/s00423-007-0216-z,JOU=00423/VOL=2008.393/ISU=1/ART=216/BodyRef/PDF/423_2007_Article_216.pdf,,National Licences: unibas unil,springer101007s004230070216z
(NATIONALLICENCE)springer-10.1007/s10754-008-9032-4,JOU=10754/VOL=2008.8/ISU=2/ART=9032/BodyRef/PDF/10754_2008_Article_9032.pdf,,National Licences: unibas,springer101007s1075400890324
(NATIONALLICENCE)springer-10.1007/s10140-007-0682-1,JOU=10140/VOL=2008.15/ISU=5/ART=682/BodyRef/PDF/10140_2007_Article_682.pdf,,National Licences: unibas,springer101007s1014000706821
(NATIONALLICENCE)springer-10.1007/s11244-008-9099-7,JOU=11244/VOL=2008.50/ISU=1-4/ART=9099/BodyRef/PDF/11244_2008_Article_9099.pdf,,National Licences: ethz,springer101007s1124400890997
(NATIONALLICENCE)springer-10.1007/s00018-007-7424-0,JOU=00018/VOL=2008.65/ISU=1/ART=7424/BodyRef/PDF/18_2007_Article_7424.pdf,,National Licences: unige,springer101007s0001800774240
(NATIONALLICENCE)springer-10.1007/s00018-007-7170-3,JOU=00018/VOL=2008.65/ISU=1/ART=7170/BodyRef/PDF/18_2007_Article_7170.pdf,,National Licences: uzh,springer101007s0001800771703
(NATIONALLICENCE)springer-10.1007/s00018-008-8349-y,JOU=00018/VOL=2008.65/ISU=18/ART=8349/BodyRef/PDF/18_2008_Article_8349.pdf,,National Licences: unibas,springer101007s000180088349y
(NATIONALLICENCE)springer-10.1007/s00018-008-8065-7,JOU=00018/VOL=2008.65/ISU=10/ART=8065/BodyRef/PDF/18_2008_Article_8065.pdf,,National Licences: unibas,springer101007s0001800880657
(NATIONALLICENCE)springer-10.1007/s00018-008-7516-5,JOU=00018/VOL=2008.65/ISU=4/ART=7516/BodyRef/PDF/18_2008_Article_7516.pdf,,National Licences: uzh,springer101007s0001800875165
(NATIONALLICENCE)springer-10.1007/s10682-007-9197-1,JOU=10682/VOL=2008.22/ISU=6/ART=9197/BodyRef/PDF/10682_2007_Article_9197.pdf,,National Licences: unibas,springer101007s1068200791971
(NATIONALLICENCE)springer-10.1051/apido:2008034,JOU=13592/VOL=2008.39/ISU=5/ART=390500547/BodyRef/PDF/13592_2011_Article_390500547.pdf,,National Licences: ethz,springer101051apido2008034
(NATIONALLICENCE)springer-10.1007/s11558-008-9045-2,JOU=11558/VOL=2008.3/ISU=4/ART=9045/BodyRef/PDF/11558_2008_Article_9045.pdf,,National Licences: unibas uzh,springer101007s1155800890452
(NATIONALLICENCE)springer-10.1016/j.jasms.2007.11.007,JOU=13361/VOL=2008.19/ISU=3/ART=190300332/BodyRef/PDF/13361_2011_Article_190300332.pdf,,National Licences: ethz,springer101016jjasms200711007
(NATIONALLICENCE)springer-10.1007/BF02988433,JOU=12542/VOL=2008.82/ISU=1/ART=BF02988433/BodyRef/PDF/12542_2008_Article_BF02988433.pdf,,National Licences: unil,springer101007BF02988433
(NATIONALLICENCE)springer-10.1007/s12031-008-9042-1,JOU=12031/VOL=2008.35/ISU=1/ART=9042/BodyRef/PDF/12031_2008_Article_9042.pdf,,National Licences: unibas,springer101007s1203100890421
(NATIONALLICENCE)springer-10.1007/BF03036122,JOU=12374/VOL=2008.51/ISU=4/ART=BF03036122/BodyRef/PDF/12374_2009_Article_BF03036122.pdf,,National Licences: uzh,springer101007BF03036122
(NATIONALLICENCE)springer-10.1007/s12176-008-0047-y,JOU=12176/VOL=2008.52/ISU=3/ART=47/BodyRef/PDF/12176_2008_Article_47.pdf,,National Licences: unisg,springer101007s121760080047y
(NATIONALLICENCE)springer-10.1007/s00292-009-1190-8,JOU=00292/VOL=2009.30/ISU=S2/ART=1190/BodyRef/PDF/292_2009_Article_1190.pdf,,National Licences: unibas,springer101007s0029200911908
(NATIONALLICENCE)springer-10.1007/s00395-008-0757-5,JOU=00395/VOL=2009.104/ISU=3/ART=757/BodyRef/PDF/395_2008_Article_757.pdf,,National Licences: uzh,springer101007s0039500807575
(NATIONALLICENCE)springer-10.1007/s00467-008-1082-9,JOU=00467/VOL=2009.24/ISU=4/ART=1082/BodyRef/PDF/467_2008_Article_1082.pdf,,National Licences: unibe,springer101007s0046700810829
(NATIONALLICENCE)springer-10.1007/s11251-008-9052-y,JOU=11251/VOL=2009.37/ISU=4/ART=9052/BodyRef/PDF/11251_2008_Article_9052.pdf,,National Licences: uzh,springer101007s112510089052y
(NATIONALLICENCE)springer-10.1007/s10902-008-9097-2,JOU=10902/VOL=2009.10/ISU=4/ART=9097/BodyRef/PDF/10902_2008_Article_9097.pdf,,National Licences: uzh,springer101007s1090200890972
(NATIONALLICENCE)springer-10.1007/s10344-009-0275-2,JOU=10344/VOL=2009.55/ISU=6/ART=275/BodyRef/PDF/10344_2009_Article_275.pdf,,National Licences: uzh,springer101007s1034400902752
(NATIONALLICENCE)springer-10.1007/s10344-009-0277-0,JOU=10344/VOL=2009.55/ISU=5/ART=277/BodyRef/PDF/10344_2009_Article_277.pdf,,National Licences: uzh,springer101007s1034400902770
(NATIONALLICENCE)springer-10.1007/s00281-009-0147-6,JOU=00281/VOL=2009.31/ISU=1/ART=147/BodyRef/PDF/281_2009_Article_147.pdf,,National Licences: unige,springer101007s0028100901476
(NATIONALLICENCE)springer-10.1007/s00281-009-0174-3,JOU=00281/VOL=2009.31/ISU=2/ART=174/BodyRef/PDF/281_2009_Article_174.pdf,,National Licences: unibe,springer101007s0028100901743
(NATIONALLICENCE)springer-10.1007/s00281-009-0168-1,JOU=00281/VOL=2009.31/ISU=2/ART=168/BodyRef/PDF/281_2009_Article_168.pdf,,National Licences: unibe,springer101007s0028100901681
(NATIONALLICENCE)springer-10.1007/s11258-008-9533-8,JOU=11258/VOL=2009.201/ISU=1/ART=9533/BodyRef/PDF/11258_2008_Article_9533.pdf,,National Licences: unibe,springer101007s1125800895338
(NATIONALLICENCE)springer-10.1007/s00595-008-3842-3,JOU=00595/VOL=2009.39/ISU=4/ART=3842/BodyRef/PDF/595_2008_Article_3842.pdf,,National Licences: uzh,springer101007s0059500838423
(NATIONALLICENCE)springer-10.1007/s00247-008-1081-9,JOU=00247/VOL=2009.39/ISU=3/ART=1081/BodyRef/PDF/247_2008_Article_1081.pdf,,National Licences: unil,springer101007s0024700810819
(NATIONALLICENCE)springer-10.1007/s10651-007-0080-6,JOU=10651/VOL=2009.16/ISU=2/ART=80/BodyRef/PDF/10651_2007_Article_80.pdf,,National Licences: unige,springer101007s1065100700806
(NATIONALLICENCE)springer-10.1007/s00114-009-0569-y,JOU=00114/VOL=2009.96/ISU=9/ART=569/BodyRef/PDF/114_2009_Article_569.pdf,,National Licences: unibe,springer101007s001140090569y
(NATIONALLICENCE)springer-10.1007/s00227-008-1111-z,JOU=00227/VOL=2009.156/ISU=4/ART=1111/BodyRef/PDF/227_2008_Article_1111.pdf,,National Licences: uzh,springer101007s002270081111z
(NATIONALLICENCE)springer-10.1007/s00244-008-9191-9,JOU=00244/VOL=2009.56/ISU=2/ART=9191/BodyRef/PDF/244_2008_Article_9191.pdf,,National Licences: ethz,springer101007s0024400891919
(NATIONALLICENCE)springer-10.1007/s10775-009-9156-1,JOU=10775/VOL=2009.9/ISU=2/ART=9156/BodyRef/PDF/10775_2009_Article_9156.pdf,,National Licences: uzh,springer101007s1077500991561
(NATIONALLICENCE)springer-10.1007/s00148-008-0198-3,JOU=00148/VOL=2009.22/ISU=4/ART=198/BodyRef/PDF/148_2008_Article_198.pdf,,National Licences: uzh,springer101007s0014800801983
(NATIONALLICENCE)springer-10.1007/s00198-008-0808-7,JOU=00198/VOL=2009.20/ISU=8/ART=808/BodyRef/PDF/198_2008_Article_808.pdf,,National Licences: unibe,springer101007s0019800808087
(NATIONALLICENCE)springer-10.1007/s10886-009-9692-7,JOU=10886/VOL=2009.35/ISU=9/ART=9692/BodyRef/PDF/10886_2009_Article_9692.pdf,,National Licences: unine,springer101007s1088600996927
(NATIONALLICENCE)springer-10.1007/s10886-009-9593-9,JOU=10886/VOL=2009.35/ISU=3/ART=9593/BodyRef/PDF/10886_2009_Article_9593.pdf,,National Licences: unige,springer101007s1088600995939
(NATIONALLICENCE)springer-10.1007/s00296-009-0933-4,JOU=00296/VOL=2009.30/ISU=2/ART=933/BodyRef/PDF/296_2009_Article_933.pdf,,National Licences: unisg,springer101007s0029600909334
(NATIONALLICENCE)springer-10.1140/epjb/e2009-00213-5,JOU=10051/VOL=2009.70/ISU=2/ART=9375/BodyRef/PDF/10051_2009_Article_9375.pdf,,National Licences: ethz,springer101140epjbe2009002135
(NATIONALLICENCE)springer-10.1140/epjb/e2009-00140-5,JOU=10051/VOL=2009.69/ISU=4/ART=9253/BodyRef/PDF/10051_2009_Article_9253.pdf,,National Licences: ethz,springer101140epjbe2009001405
(NATIONALLICENCE)springer-10.1140/epjb/e2009-00302-5,JOU=10051/VOL=2009.71/ISU=4/ART=9466/BodyRef/PDF/10051_2009_Article_9466.pdf,,National Licences: ethz,springer101140epjbe2009003025
(NATIONALLICENCE)springer-10.1007/s00264-007-0446-2,JOU=00264/VOL=2009.33/ISU=1/ART=446/BodyRef/PDF/264_2007_Article_446.pdf,,National Licences: unil,springer101007s0026400704462
(NATIONALLICENCE)springer-10.1007/s00134-008-1299-x,JOU=00134/VOL=2009.35/ISU=1/ART=1299/BodyRef/PDF/134_2008_Article_1299.pdf,,National Licences: unibe,springer101007s001340081299x
(NATIONALLICENCE)springer-10.1007/s00134-009-1416-5,JOU=00134/VOL=2009.35/ISU=5/ART=1416/BodyRef/PDF/134_2009_Article_1416.pdf,,National Licences: unige,springer101007s0013400914165
(NATIONALLICENCE)springer-10.1007/s00134-008-1298-y,JOU=00134/VOL=2009.35/ISU=2/ART=1298/BodyRef/PDF/134_2008_Article_1298.pdf,,National Licences: unil,springer101007s001340081298y
(NATIONALLICENCE)springer-10.1007/s10029-009-0564-4,JOU=10029/VOL=2009.13/ISU=6/ART=564/BodyRef/PDF/10029_2009_Article_564.pdf,,National Licences: unige,springer101007s1002900905644
(NATIONALLICENCE)springer-10.1007/s00190-008-0281-2,JOU=00190/VOL=2009.83/ISU=3-4/ART=281/BodyRef/PDF/190_2008_Article_281.pdf,,National Licences: unibe,springer101007s0019000802812
(NATIONALLICENCE)springer-10.1007/s11159-009-9135-2,JOU=11159/VOL=2009.55/ISU=4/ART=9135/BodyRef/PDF/11159_2009_Article_9135.pdf,,National Licences: unifr,springer101007s1115900991352
(NATIONALLICENCE)springer-10.1007/s10751-009-0067-9,JOU=10751/VOL=2009.193/ISU=1-3/ART=67/BodyRef/PDF/10751_2009_Article_67.pdf,,National Licences: uzh,springer101007s1075100900679
(NATIONALLICENCE)springer-10.1007/s00737-009-0062-9,JOU=00737/VOL=2009.12/ISU=3/ART=62/BodyRef/PDF/737_2009_Article_62.pdf,,National Licences: fachhochschulen,springer101007s0073700900629
(NATIONALLICENCE)springer-10.1007/s10722-008-9338-6,JOU=10722/VOL=2009.56/ISU=1/ART=9338/BodyRef/PDF/10722_2008_Article_9338.pdf,,National Licences: ethz,springer101007s1072200893386
(NATIONALLICENCE)springer-10.1007/s10472-009-9129-6,JOU=10472/VOL=2009.55/ISU=3-4/ART=9129/BodyRef/PDF/10472_2009_Article_9129.pdf,,National Licences: epfl,springer101007s1047200991296
(NATIONALLICENCE)springer-10.1007/s00366-008-0089-y,JOU=00366/VOL=2008.24/ISU=4/ART=89/BodyRef/PDF/366_2008_Article_89.pdf,,National Licences: epfl,springer101007s003660080089y
(NATIONALLICENCE)springer-10.1007/s11239-007-0035-7,JOU=11239/VOL=2008.25/ISU=2/ART=35/BodyRef/PDF/11239_2007_Article_35.pdf,,National Licences: unibe,springer101007s1123900700357
(NATIONALLICENCE)springer-10.1007/s00393-008-0354-x,JOU=00393/VOL=2008.67/ISU=8/ART=354/BodyRef/PDF/393_2008_Article_354.pdf,,National Licences: uzh,springer101007s003930080354x
(NATIONALLICENCE)springer-10.1007/s10526-007-9147-4,JOU=10526/VOL=2008.53/ISU=6/ART=9147/BodyRef/PDF/10526_2007_Article_9147.pdf,,National Licences: ethz,springer101007s1052600791474
(NATIONALLICENCE)springer-10.1007/s00106-008-1744-8,JOU=00106/VOL=2008.56/ISU=10/ART=1744/BodyRef/PDF/106_2008_Article_1744.pdf,,National Licences: uzh,springer101007s0010600817448
(NATIONALLICENCE)springer-10.1007/s00106-008-1737-7,JOU=00106/VOL=2008.56/ISU=11/ART=1737/BodyRef/PDF/106_2008_Article_1737.pdf,,National Licences: uzh,springer101007s0010600817377
(NATIONALLICENCE)springer-10.1007/s00048-007-0277-7,JOU=00048/VOL=2008.16/ISU=1/ART=277/BodyRef/PDF/48_2007_Article_277.pdf,,National Licences: unibe,springer101007s0004800702777
(NATIONALLICENCE)springer-10.1007/s00348-007-0427-7,JOU=00348/VOL=2008.44/ISU=5/ART=427/BodyRef/PDF/348_2007_Article_427.pdf,,National Licences: ethz,springer101007s0034800704277
(NATIONALLICENCE)springer-10.1007/s11104-007-9503-2,JOU=11104/VOL=2008.303/ISU=1-2/ART=9503/BodyRef/PDF/11104_2007_Article_9503.pdf,,National Licences: ethz,springer101007s1110400795032
(NATIONALLICENCE)springer-10.1007/s00066-008-1866-7,JOU=00066/VOL=2008.184/ISU=10/ART=1866/BodyRef/PDF/66_2008_Article_1866.pdf,,National Licences: unibas,springer101007s0006600818667
(NATIONALLICENCE)springer-10.1007/s00035-008-0825-3,JOU=00035/VOL=2008.118/ISU=1/ART=825/BodyRef/PDF/35_2008_Article_825.pdf,,National Licences: unil,springer101007s0003500808253
(NATIONALLICENCE)springer-10.1007/s00606-008-0010-6,JOU=00606/VOL=2008.273/ISU=3-4/ART=10/BodyRef/PDF/606_2008_Article_10.pdf,,National Licences: uzh,springer101007s0060600800106
(NATIONALLICENCE)springer-10.1007/s00192-008-0643-6,JOU=00192/VOL=2008.19/ISU=10/ART=643/BodyRef/PDF/192_2008_Article_643.pdf,,National Licences: unil,springer101007s0019200806436
(NATIONALLICENCE)springer-10.1007/s00059-008-3089-1,JOU=00059/VOL=2008.33/ISU=1/ART=3089/BodyRef/PDF/59_2008_Article_3089.pdf,,National Licences: uzh,springer101007s0005900830891
(NATIONALLICENCE)springer-10.1007/s00059-008-3078-4,JOU=00059/VOL=2008.33/ISU=1/ART=3078/BodyRef/PDF/59_2008_Article_3078.pdf,,National Licences: unibe,springer101007s0005900830784
(NATIONALLICENCE)springer-10.1007/s00059-008-3065-9,JOU=00059/VOL=2008.33/ISU=1/ART=3065/BodyRef/PDF/59_2008_Article_3065.pdf,,National Licences: uzh,springer101007s0005900830659
(NATIONALLICENCE)springer-10.1007/s10336-008-0288-8,JOU=10336/VOL=2008.149/ISU=4/ART=288/BodyRef/PDF/10336_2008_Article_288.pdf,,National Licences: unibas,springer101007s1033600802888
(NATIONALLICENCE)springer-10.1007/s00381-008-0692-7,JOU=00381/VOL=2008.24/ISU=12/ART=692/BodyRef/PDF/381_2008_Article_692.pdf,,National Licences: uzh,springer101007s0038100806927
(NATIONALLICENCE)springer-10.1007/s10554-007-9288-7,JOU=10554/VOL=2008.24/ISU=5/ART=9288/BodyRef/PDF/10554_2007_Article_9288.pdf,,National Licences: uzh,springer101007s1055400792887
(NATIONALLICENCE)springer-10.1007/s00268-007-9280-3,JOU=00268/VOL=2008.32/ISU=1/ART=9280/BodyRef/PDF/268_2007_Article_9280.pdf,,National Licences: unibe,springer101007s0026800792803
(NATIONALLICENCE)springer-10.1007/s00268-008-9584-y,JOU=00268/VOL=2008.32/ISU=6/ART=9584/BodyRef/PDF/268_2008_Article_9584.pdf,,National Licences: uzh,springer101007s002680089584y
(NATIONALLICENCE)springer-10.1007/s00268-008-9681-y,JOU=00268/VOL=2008.32/ISU=10/ART=9681/BodyRef/PDF/268_2008_Article_9681.pdf,,National Licences: uzh,springer101007s002680089681y
(NATIONALLICENCE)springer-10.1007/s00226-008-0192-7,JOU=00226/VOL=2008.42/ISU=8/ART=192/BodyRef/PDF/226_2008_Article_192.pdf,,National Licences: ethz,springer101007s0022600801927
(NATIONALLICENCE)springer-10.1007/s00198-008-0573-7,JOU=00198/VOL=2008.19/ISU=9/ART=573/BodyRef/PDF/198_2008_Article_573.pdf,,National Licences: uzh,springer101007s0019800805737
(NATIONALLICENCE)springer-10.1007/s10878-007-9132-y,JOU=10878/VOL=2008.16/ISU=3/ART=9132/BodyRef/PDF/10878_2007_Article_9132.pdf,,National Licences: ethz,springer101007s108780079132y
(NATIONALLICENCE)springer-10.1007/s10886-008-9476-5,JOU=10886/VOL=2008.34/ISU=6/ART=9476/BodyRef/PDF/10886_2008_Article_9476.pdf,,National Licences: ethz,springer101007s1088600894765
(NATIONALLICENCE)springer-10.1007/s10886-008-9517-0,JOU=10886/VOL=2008.34/ISU=9/ART=9517/BodyRef/PDF/10886_2008_Article_9517.pdf,,National Licences: unige,springer101007s1088600895170
(NATIONALLICENCE)springer-10.1007/s10827-007-0064-4,JOU=10827/VOL=2008.25/ISU=1/ART=64/BodyRef/PDF/10827_2007_Article_64.pdf,,National Licences: unibe,springer101007s1082700700644
(NATIONALLICENCE)springer-10.1007/s00113-008-1467-z,JOU=00113/VOL=2008.111/ISU=12/ART=1467/BodyRef/PDF/113_2008_Article_1467.pdf,,National Licences: unibe,springer101007s001130081467z
(NATIONALLICENCE)springer-10.1007/s11222-008-9060-4,JOU=11222/VOL=2008.18/ISU=3/ART=9060/BodyRef/PDF/11222_2008_Article_9060.pdf,,National Licences: unibe,springer101007s1122200890604
(NATIONALLICENCE)springer-10.1007/s00222-007-0079-5,JOU=00222/VOL=2008.171/ISU=1/ART=79/BodyRef/PDF/222_2007_Article_79.pdf,,National Licences: epfl,springer101007s0022200700795
(NATIONALLICENCE)springer-10.1007/s10344-007-0126-y,JOU=10344/VOL=2008.54/ISU=2/ART=126/BodyRef/PDF/10344_2007_Article_126.pdf,,National Licences: uzh,springer101007s103440070126y
(NATIONALLICENCE)springer-10.1007/s00281-008-0127-2,JOU=00281/VOL=2008.30/ISU=3/ART=127/BodyRef/PDF/281_2008_Article_127.pdf,,National Licences: unige,springer101007s0028100801272
(NATIONALLICENCE)springer-10.1007/s00281-008-0139-y,JOU=00281/VOL=2008.30/ISU=4/ART=139/BodyRef/PDF/281_2008_Article_139.pdf,,National Licences: unibas,springer101007s002810080139y
(NATIONALLICENCE)springer-10.1007/s00281-008-0132-5,JOU=00281/VOL=2008.30/ISU=4/ART=132/BodyRef/PDF/281_2008_Article_132.pdf,,National Licences: unige,springer101007s0028100801325
(NATIONALLICENCE)springer-10.1007/s00281-008-0131-6,JOU=00281/VOL=2008.30/ISU=4/ART=131/BodyRef/PDF/281_2008_Article_131.pdf,,National Licences: unibas,springer101007s0028100801316
(NATIONALLICENCE)springer-10.1007/s00464-007-9679-9,JOU=00464/VOL=2008.22/ISU=7/ART=9679/BodyRef/PDF/464_2007_Article_9679.pdf,,National Licences: unige,springer101007s0046400796799
(NATIONALLICENCE)springer-10.1007/s00508-008-1082-6,JOU=00508/VOL=2008.120/ISU=19-20/ART=1082/BodyRef/PDF/508_2008_Article_1082.pdf,,National Licences: unibe,springer101007s0050800810826
(NATIONALLICENCE)springer-10.1007/s11295-008-0160-2,JOU=11295/VOL=2008.4/ISU=4/ART=160/BodyRef/PDF/11295_2008_Article_160.pdf,,National Licences: unige,springer101007s1129500801602
(NATIONALLICENCE)springer-10.1007/s00453-008-9217-8,JOU=00453/VOL=2009.55/ISU=2/ART=9217/BodyRef/PDF/453_2008_Article_9217.pdf,,National Licences: ethz,springer101007s0045300892178
(NATIONALLICENCE)springer-10.1007/s10745-009-9262-1,JOU=10745/VOL=2009.37/ISU=4/ART=9262/BodyRef/PDF/10745_2009_Article_9262.pdf,,National Licences: unibe,springer101007s1074500992621
(NATIONALLICENCE)springer-10.1007/s00415-009-5114-6,JOU=00415/VOL=2009.256/ISU=8/ART=5114/BodyRef/PDF/415_2009_Article_5114.pdf,,National Licences: uzh,springer101007s0041500951146
(NATIONALLICENCE)springer-10.1007/s10040-009-0482-7,JOU=10040/VOL=2009.17/ISU=6/ART=482/BodyRef/PDF/10040_2009_Article_482.pdf,,National Licences: unine,springer101007s1004000904827
(NATIONALLICENCE)springer-10.1007/s00586-009-0971-3,JOU=00586/VOL=2009.18/ISU=6/ART=971/BodyRef/PDF/586_2009_Article_971.pdf,,National Licences: unibe,springer101007s0058600909713
(NATIONALLICENCE)springer-10.1007/s00586-009-1026-5,JOU=00586/VOL=2009.18/ISU=7/ART=1026/BodyRef/PDF/586_2009_Article_1026.pdf,,National Licences: unibe,springer101007s0058600910265
(NATIONALLICENCE)springer-10.1007/s00265-009-0846-y,JOU=00265/VOL=2009.64/ISU=1/ART=846/BodyRef/PDF/265_2009_Article_846.pdf,,National Licences: uzh,springer101007s002650090846y
(NATIONALLICENCE)springer-10.1007/s00259-008-1049-x,JOU=00259/VOL=2009.36/ISU=6/ART=1049/BodyRef/PDF/259_2008_Article_1049.pdf,,National Licences: uzh,springer101007s002590081049x
(NATIONALLICENCE)springer-10.1007/s10637-008-9189-1,JOU=10637/VOL=2009.27/ISU=5/ART=9189/BodyRef/PDF/10637_2008_Article_9189.pdf,,National Licences: uzh,springer101007s1063700891891
(NATIONALLICENCE)springer-10.1007/s10342-009-0295-1,JOU=10342/VOL=2009.128/ISU=6/ART=295/BodyRef/PDF/10342_2009_Article_295.pdf,,National Licences: lib4ri fachhochschulen,springer101007s1034200902951
(NATIONALLICENCE)springer-10.1007/s11262-009-0371-0,JOU=11262/VOL=2009.39/ISU=1/ART=371/BodyRef/PDF/11262_2009_Article_371.pdf,,National Licences: unibas,springer101007s1126200903710
(NATIONALLICENCE)springer-10.1007/s10113-008-0071-7,JOU=10113/VOL=2009.9/ISU=2/ART=71/BodyRef/PDF/10113_2008_Article_71.pdf,,National Licences: ethz,springer101007s1011300800717
(NATIONALLICENCE)springer-10.1007/s00766-009-0084-x,JOU=00766/VOL=2009.14/ISU=4/ART=84/BodyRef/PDF/766_2009_Article_84.pdf,,National Licences: epfl,springer101007s007660090084x
